Date,Open,High,Low,Close,Volume,Stock,Sentiment_Score
2020-01-01,674.7194163277412,678.7641804165966,669.163466043161,670.9857788085938,14004468,RELIANCE.NS,0.0032499999999999
2020-01-02,672.0526286774519,684.9203217428809,672.0526286774519,682.4089965820312,17710316,RELIANCE.NS,0.0032499999999999
2020-01-03,681.3866978525405,685.2314822701253,676.9419131996422,683.2313232421875,20984698,RELIANCE.NS,0.0032499999999999
2020-01-06,675.6085510203815,679.1198966736772,665.8299886348219,667.3856811523438,24519177,RELIANCE.NS,0.0032499999999999
2020-01-07,675.1640055145095,682.0534753178298,672.7193798242145,677.6531372070312,16683622,RELIANCE.NS,0.0032499999999999
2020-01-08,673.3860745566272,682.031156966089,671.1636823837273,672.5637817382812,16047902,RELIANCE.NS,0.0032499999999999
2020-01-09,683.8758502564986,688.942888299179,680.6089316571206,688.053955078125,14982742,RELIANCE.NS,0.0032499999999999
2020-01-10,689.7873280669528,692.4764398902278,684.3424641040125,687.8983154296875,12478359,RELIANCE.NS,0.0032499999999999
2020-01-13,686.7427597997105,692.8098774829831,683.7869677808158,686.1427001953125,18282382,RELIANCE.NS,0.0032499999999999
2020-01-14,684.4980857255886,688.9428703980402,676.4308092594623,679.78662109375,15816535,RELIANCE.NS,0.0032499999999999
2020-01-15,682.6534790427542,684.4535983321537,674.8306300009557,677.3197021484375,15817859,RELIANCE.NS,0.0032499999999999
2020-01-16,679.6087635358673,685.9870069189612,679.1642376419411,683.5645751953125,12847975,RELIANCE.NS,0.0032499999999999
2020-01-17,690.4985533703046,704.4774134352203,690.365213392439,702.7217407226562,29463471,RELIANCE.NS,0.0032499999999999
2020-01-20,715.1671839056331,715.1671839056331,678.4531740324691,681.0978393554688,32545850,RELIANCE.NS,0.0032499999999999
2020-01-21,679.4310109758708,687.0982670871987,676.4974128990044,681.7867431640625,18922720,RELIANCE.NS,0.0032499999999999
2020-01-22,686.2760150202743,687.4983278444678,680.5422178397288,681.5422973632812,10322817,RELIANCE.NS,0.0032499999999999
2020-01-23,682.9423899131347,685.3648218775979,675.919639659977,678.6531982421875,11247739,RELIANCE.NS,0.0032499999999999
2020-01-24,678.7197967904543,682.8757075679335,674.9639652667912,676.2974243164062,14628445,RELIANCE.NS,0.0032499999999999
2020-01-27,673.3416935674423,677.5864387017032,668.9412961077958,669.6302490234375,13387750,RELIANCE.NS,0.0032499999999999
2020-01-28,670.5413295241011,671.163642020846,650.5398011708667,654.1622924804688,24532236,RELIANCE.NS,0.0032499999999999
2020-01-29,655.1846094920853,664.2297712156329,650.7398251152916,657.7626342773438,24746565,RELIANCE.NS,0.0032499999999999
2020-01-30,657.3848106394772,657.695937239305,640.0501396327128,641.7169189453125,22402689,RELIANCE.NS,0.0032499999999999
2020-01-31,645.8283557453502,645.9395020643194,625.4712517043995,627.4491577148438,34750310,RELIANCE.NS,0.0032499999999999
2020-02-03,608.892132354867,622.2487383068302,605.8474473828643,615.8259887695312,30712290,RELIANCE.NS,0.0032499999999999
2020-02-04,622.2709748894846,636.7165545891762,621.2931483823223,634.0052490234375,25383901,RELIANCE.NS,0.0032499999999999
2020-02-05,637.7832624439772,645.739451695524,635.7387161491959,643.8281860351562,18472100,RELIANCE.NS,0.0032499999999999
2020-02-06,646.3173266368045,652.051064356758,640.0946163242756,647.9618530273438,15538577,RELIANCE.NS,0.0032499999999999
2020-02-07,644.9394252874288,645.5394848614658,634.8497368722424,637.2277221679688,12209212,RELIANCE.NS,0.0032499999999999
2020-02-10,634.7164175068253,642.4948205388281,626.9158208150146,638.094482421875,15142476,RELIANCE.NS,0.0032499999999999
2020-02-11,643.339238999848,651.6954477397312,642.2947129073625,645.7172241210938,13999816,RELIANCE.NS,0.0032499999999999
2020-02-12,647.2284720313266,655.5402341439402,646.7173058120312,653.517822265625,13533565,RELIANCE.NS,0.0032499999999999
2020-02-13,656.8292039540966,656.8292039540966,650.0953276424681,655.2290649414062,13565659,RELIANCE.NS,0.0032499999999999
2020-02-14,656.6069590983451,667.3633467396311,645.872765114771,661.2073364257812,21227841,RELIANCE.NS,0.0032499999999999
2020-02-17,661.8296782663209,669.452488615411,655.2958408242437,657.051513671875,13149130,RELIANCE.NS,0.0032499999999999
2020-02-18,656.0069053408752,656.0069053408752,647.7840364034936,652.2288208007812,11127161,RELIANCE.NS,0.0032499999999999
2020-02-19,657.5403635871995,669.5857640681234,655.6513509335095,668.4078979492188,14084409,RELIANCE.NS,0.0032499999999999
2020-02-20,665.3854419209541,670.2746928545483,659.5183051958427,660.4739379882812,16892268,RELIANCE.NS,0.0032499999999999
2020-02-24,653.2733732999269,656.4958450851818,639.8501262516098,642.2503051757812,21370214,RELIANCE.NS,0.0032499999999999
2020-02-25,645.117170011393,645.117170011393,626.7157200982747,629.5604248046875,27745062,RELIANCE.NS,0.0032499999999999
2020-02-26,626.7157853154657,627.7603115254227,616.6483495071591,618.7151489257812,29362748,RELIANCE.NS,0.0032499999999999
2020-02-27,616.9372718258096,619.515297064238,608.4921681571398,616.1594848632812,25054993,RELIANCE.NS,0.0032499999999999
2020-02-28,602.2249477075751,603.1583869115789,588.9350402815693,590.557373046875,39315769,RELIANCE.NS,0.0032499999999999
2020-03-02,602.3138224542381,608.4920860453873,578.3119739710786,585.0014038085938,29500495,RELIANCE.NS,0.0032499999999999
2020-03-03,591.0240131109111,601.7804001207813,587.6015020590459,596.868896484375,27398798,RELIANCE.NS,0.0032499999999999
2020-03-04,600.9359276459949,601.7359674391928,581.3343592993585,595.4688110351562,22105261,RELIANCE.NS,0.0032499999999999
2020-03-05,601.0249118452979,603.5806839164986,580.4899606345683,582.779052734375,30510390,RELIANCE.NS,0.0032499999999999
2020-03-06,564.4885779009941,572.555912503646,551.643139060906,564.9330444335938,33734039,RELIANCE.NS,0.0032499999999999
2020-03-09,551.1764665027739,551.5987394153932,486.70478054440537,495.216552734375,88187018,RELIANCE.NS,0.0032499999999999
2020-03-11,492.4829596334078,523.7965174384251,492.4829596334078,512.72900390625,59578576,RELIANCE.NS,0.0032499999999999
2020-03-12,482.2600067851648,489.3716500935277,466.12539519060095,472.4814453125,55970485,RELIANCE.NS,0.0032499999999999
2020-03-13,443.5902983164182,506.7063345914515,418.877273387227,491.2829284667969,73297403,RELIANCE.NS,0.0032499999999999
2020-03-16,471.3924703421967,479.9042426804246,446.7016398261295,451.4575805664063,38482258,RELIANCE.NS,0.0032499999999999
2020-03-17,465.4809147029162,471.14804193858095,445.9016266878739,448.0351257324219,45445979,RELIANCE.NS,0.0032499999999999
2020-03-18,455.724594566057,460.4360888156444,427.1445914647442,430.4781799316406,44730415,RELIANCE.NS,0.0032499999999999
2020-03-19,408.9653700922953,429.811446579753,396.5643961814366,407.8986206054688,61404010,RELIANCE.NS,0.0032499999999999
2020-03-20,417.5882029927635,459.9915264643247,413.3656522738789,452.4576110839844,63360475,RELIANCE.NS,0.0032499999999999
2020-03-23,407.2319123868691,422.2553289782821,389.2082868139755,392.9419250488281,40670949,RELIANCE.NS,0.0032499999999999
2020-03-24,413.3657163748486,431.1448847383402,398.1645432978704,419.3217468261719,45734887,RELIANCE.NS,0.0032499999999999
2020-03-25,428.3891093438877,511.8400527914197,428.1446527276123,481.0376586914063,73130298,RELIANCE.NS,0.0032499999999999
2020-03-26,487.0603748495338,496.438886927901,463.30295320550255,473.9037780761719,45744488,RELIANCE.NS,0.0032499999999999
2020-03-27,486.7048194127988,492.1719070196038,465.0142259573,473.6371154785156,41657940,RELIANCE.NS,0.0032499999999999
2020-03-30,462.5251254869502,477.726297875878,453.3688469248789,458.0136413574219,30229866,RELIANCE.NS,0.0032499999999999
2020-03-31,477.3484837317222,502.1726236778224,465.8142500551252,495.0387573242188,44292810,RELIANCE.NS,0.0032499999999999
2020-04-01,498.8168484518424,499.8613746206832,464.5697478482477,480.2376403808594,41597459,RELIANCE.NS,0.0032499999999999
2020-04-03,504.2395121432947,504.2395121432947,469.5034394117307,478.9041748046875,41367807,RELIANCE.NS,0.0032499999999999
2020-04-07,489.86062433166273,539.5978323664632,488.9272147827271,536.0864868164062,54373624,RELIANCE.NS,0.0032499999999999
2020-04-08,524.4855685119734,546.2650857668992,515.5959986975571,529.885986328125,49880330,RELIANCE.NS,0.0032499999999999
2020-04-09,539.5977666290534,547.9539752199271,530.2637316181676,542.242431640625,33032857,RELIANCE.NS,0.0032499999999999
2020-04-13,535.1308348678682,540.0423390723114,524.4855335915229,528.5525512695312,23673784,RELIANCE.NS,0.0032499999999999
2020-04-15,532.0639524877022,549.3764324963762,508.03984819903945,511.0845336914063,35321842,RELIANCE.NS,0.0032499999999999
2020-04-16,511.0844818473843,527.7969005268112,508.9287891939659,519.1740112304688,37455706,RELIANCE.NS,0.0032499999999999
2020-04-17,540.4868104235402,546.7095208023726,530.1081890115391,544.0426025390625,33269335,RELIANCE.NS,0.0032499999999999
2020-04-20,544.9315801822098,558.7104003536515,534.2640854444917,552.8433227539062,36030932,RELIANCE.NS,0.0032499999999999
2020-04-21,537.8198335782524,556.4879626813255,517.3738382817396,549.9763793945312,61371628,RELIANCE.NS,0.0032499999999999
2020-04-22,586.7125821941376,615.5592921630953,577.8230137994371,606.0918579101562,142683366,RELIANCE.NS,0.0032499999999999
2020-04-23,607.7588446440084,615.9817152160005,601.5138803788749,609.3367309570312,65464502,RELIANCE.NS,0.0032499999999999
2020-04-24,600.1136378199822,664.474234416463,598.8024318150975,629.8270874023438,134986308,RELIANCE.NS,0.0032499999999999
2020-04-27,637.3832142367531,655.6068775188911,632.4939633269751,635.4942016601562,58482901,RELIANCE.NS,0.0032499999999999
2020-04-28,644.494942956255,646.9173155110108,618.781809291507,634.7830810546875,78453401,RELIANCE.NS,0.0032499999999999
2020-04-29,642.228075659594,646.1172471118272,631.1605021531067,634.2496337890625,37494672,RELIANCE.NS,0.0032499999999999
2020-04-30,646.2505968451522,664.4742603410022,639.183400337268,651.6065673828125,71345899,RELIANCE.NS,0.0032499999999999
2020-05-04,640.0501860494479,651.1621478415094,630.0271377650863,637.9166870117188,53456868,RELIANCE.NS,0.0032499999999999
2020-05-05,646.1394436005393,657.384743408042,643.2502925006676,649.228515625,44903763,RELIANCE.NS,0.0032499999999999
2020-05-06,650.7176172788453,660.0294587411428,642.4947485585476,649.2730712890625,40489094,RELIANCE.NS,0.0032499999999999
2020-05-07,646.7173217444441,672.786028133441,642.2725373120194,669.8079833984375,50026966,RELIANCE.NS,0.0032499999999999
2020-05-08,686.7204680216271,702.2327674885126,683.209063258368,694.187744140625,84262770,RELIANCE.NS,0.0032499999999999
2020-05-11,702.2770902082071,717.8338929301727,698.8546387087806,700.8547973632812,67085063,RELIANCE.NS,0.0032499999999999
2020-05-12,695.5211243775537,697.0990697485263,651.1621135263047,657.4959106445312,100683202,RELIANCE.NS,0.0032499999999999
2020-05-13,685.153412714895,685.153412714895,652.3988372397204,671.4458618164062,66430125,RELIANCE.NS,0.0032499999999999
2020-05-14,659.1292691603861,671.558074774197,641.6527114198811,644.2999877929688,49266771,RELIANCE.NS,0.0032499999999999
2020-05-15,647.9118949377839,658.0972406963097,634.9446870036935,654.82177734375,62152260,RELIANCE.NS,0.0032499999999999
2020-05-18,659.5779594232313,664.9622358711603,640.7328731728152,646.4536743164062,62796089,RELIANCE.NS,0.0032499999999999
2020-05-19,653.7449891565245,655.8538615712325,629.6277799037937,632.162841796875,42315854,RELIANCE.NS,0.0032499999999999
2020-05-20,632.6564395344924,649.1907753590392,625.0286448482476,643.2904663085938,55320985,RELIANCE.NS,0.0032499999999999
2020-05-21,643.8736868862089,655.741597225167,639.3867700959587,646.6780395507812,39167981,RELIANCE.NS,0.0032499999999999
2020-05-22,651.4117931734809,654.1936556279832,640.0598550842761,642.3257446289062,37828973,RELIANCE.NS,0.0032499999999999
2020-05-26,649.7739222105429,650.4694025423514,635.4830475597073,638.96044921875,33216635,RELIANCE.NS,0.0032499999999999
2020-05-27,642.0789257237254,652.3988583578501,633.5537717226659,648.607421875,35667956,RELIANCE.NS,0.0032499999999999
2020-05-28,652.8475141877661,663.9526509392282,650.1553760077749,660.5874633789062,40126278,RELIANCE.NS,0.0032499999999999
2020-05-29,658.6805175920788,660.4752961262038,651.7931254352034,657.0652465820312,40022527,RELIANCE.NS,0.0032499999999999
2020-06-01,664.0648135841539,690.2460289152128,662.2476041355786,682.1695556640625,39943702,RELIANCE.NS,0.0032499999999999
2020-06-02,684.7047355339364,690.9864308997645,682.3714937068584,689.0570068359375,22153960,RELIANCE.NS,0.0032499999999999
2020-06-03,693.2298614809714,699.9602363869234,688.0025431091926,691.7267456054688,25381289,RELIANCE.NS,0.0032499999999999
2020-06-04,692.7811368579275,713.1966909114503,691.4350974533419,708.8443603515625,34202350,RELIANCE.NS,0.0032499999999999
2020-06-05,715.6645628933712,725.9844965262585,706.1074028356912,709.6969604492188,33076685,RELIANCE.NS,0.0032499999999999
2020-06-08,726.1638157484563,726.1638157484563,702.2036287395307,704.2227172851562,31414953,RELIANCE.NS,0.0032499999999999
2020-06-09,700.094805304224,710.2801508441462,687.8455090347283,689.7075805664062,25857161,RELIANCE.NS,0.0032499999999999
