Date,Open,High,Low,Close,Volume
2020-01-01,659.5450207288435,664.0317215501282,657.3465263725546,661.205078125,2112415
2020-01-02,663.0447802157353,664.7496939515061,655.8660577005586,659.2759399414062,5658200
2020-01-03,658.5580373046165,671.2105130356694,658.5580373046165,669.4158325195312,7882938
2020-01-06,669.5055336588492,676.415064486537,660.8910892303696,662.9998168945312,6519403
2020-01-07,662.2371261439584,666.3648695211449,650.6614146329074,653.1740112304688,7899363
2020-01-08,650.5268343706243,654.1610514805444,635.5860970895819,644.4697875976562,8639443
2020-01-09,647.6105054690861,656.4044294552959,640.9701653413103,652.8599243164062,13521186
2020-01-10,664.435698100635,666.6341929946817,655.5071503284728,662.371826171875,9341405
2020-01-13,681.9786232163362,697.682078356186,677.4919217478077,694.1375732421875,36952038
2020-01-14,690.9070617948483,697.1884428661997,688.4393763739604,696.0219116210938,11414418
2020-01-15,694.4066499335441,694.4066499335441,683.9078140429103,688.75341796875,6047430
2020-01-16,691.5801184982829,693.1953199404004,682.2029022455527,688.2599487304688,5740586
2020-01-17,691.5802189733815,693.5543786980269,683.99768205901,689.0227661132812,3762957
2020-01-20,692.387684994864,694.9002814014486,684.6257250302292,689.5610961914062,3887680
2020-01-21,689.5612321612776,691.4007690029457,682.6517002193264,684.2220458984375,4448374
2020-01-22,689.5611851895768,698.130774357976,687.3626904347167,691.1315307617188,9733935
2020-01-23,697.3232005789864,704.8608818212732,696.9642972817845,703.8289184570312,12528017
2020-01-24,696.111745273294,705.7581536028949,694.1824416996515,702.3931274414062,7540490
2020-01-27,699.0728821055773,704.2325883312261,694.9002829759804,698.2203979492188,3741610
2020-01-28,700.8228194131336,701.5406807454825,692.746756193264,698.1307983398438,5121009
2020-01-29,705.8477901129671,711.4113103911702,703.7390625187185,708.6295776367188,6832757
2020-01-30,708.6296516329361,708.6296516329361,698.1307590836018,700.5535888671875,3859680
2020-01-31,700.4189420959895,704.3672612215951,692.3877356648419,696.2911987304688,6092028
2020-02-03,701.7201037899856,709.7513103051258,686.0166487818977,688.6189575195312,6416745
2020-02-04,691.0418125665691,708.8091961074964,691.0418125665691,706.9696044921875,5771311
2020-02-05,700.8227537634586,705.3094551319828,694.9003298647284,704.00830078125,6310409
2020-02-06,703.8287524879468,706.0272468959652,690.9519427355937,692.163330078125,7341622
2020-02-07,696.2911151209204,698.8933687495597,691.8492703303099,697.5025024414062,2853344
2020-02-10,694.5414086664395,698.1307699515373,690.727712301023,693.8235473632812,3827682
2020-02-11,699.0280887967447,699.1178009183932,690.2341648722897,694.1375732421875,4312817
2020-02-12,696.1565782760537,702.8417743159713,695.5284291261875,700.8676147460938,2948825
2020-02-13,704.4121900361658,712.4882533614212,701.8996479555038,710.9179077148438,4387430
2020-02-14,712.9368966186547,717.1544071497443,704.0532053886855,705.7133178710938,5321680
2020-02-17,709.1679907445628,711.9946344482474,702.8866089757548,708.4052734375,2929629
2020-02-18,704.412232572824,717.0198545713795,703.2008449086087,715.7636108398438,5083346
